uid,school_type,name,campus,headquarters,undergraduate,operator,prefecture,city,municipality_code,postal_code,address,phone_number,fax_number,kcode,department,name_hira,graduate_course,major_course,master,doctor,related_college,related_undergraduate,created_date,updated_date,salesforce_id
1948,専修学校,日本メディカル福祉専門学校,,,,私立,大阪府,大阪市東淀川区,271144,533-0015,大阪府大阪市東淀川区大隅１－３－１４,06-6329-6553,06-6321-0861,tcl-K33024471,にほんめでぃかるふくしせんもんが,にほんめでぃかるふくしせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9K
1949,専修学校,大阪ペピイ動物看護専門学校,,,,私立,大阪府,大阪市東成区,271152,537-0025,大阪府大阪市東成区中道３－８－１５,06-6978-3022,06-6971-1593,tcl-K33013879,おおさかぺぴいどうぶつかんごせん,おおさかぺぴいどうぶつかんごせん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9L
1950,専修学校,大阪情報専門学校,,,,私立,大阪府,大阪市東成区,271152,537-0022,大阪府大阪市東成区中本１－５－２１,06-6974-4611,06-6971-5474,tcl-K33019163,おおさかじょうほうせんもんがっこ,おおさかじょうほうせんもんがっこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9M
1951,専修学校,森ノ宮医療学園専門学校,,,,私立,大阪府,大阪市東成区,271152,537-0022,大阪府大阪市東成区中本４－１－８,06-6976-6889,06-6973-3133,tcl-K33025520,もりのみやいりょうがくえんせんも,もりのみやいりょうがくえんせんも,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9N
1952,専修学校,ＮＲＢ日本理容美容専門学校,,,,私立,大阪府,大阪市生野区,271161,544-0031,大阪府大阪市生野区鶴橋１－６－３４,06-6731-0229,06-6715-2572,tcl-K33001874,えぬあｰるびｰにほんりようびよう,えぬあｰるびｰにほんりようびよう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9O
1953,専修学校,専門学校日産京都自動車大学校,,,,私立,京都府,久御山町,263222,613-0033,京都府久世郡久御山町大字林小字八幡講２７－６,0774-46-1123,0774-46-2216,tcl-K33005568,せんもんがっこうにっさんきょうと,せんもんがっこうにっさんきょうと,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9P
1954,専修学校,大阪技能専門学校,,,,私立,大阪府,岸和田市,272027,596-0833,大阪府岸和田市神須屋町４１３,072-427-7600,072-428-3300,tcl-K33027164,おおさかぎのうせんもんがっこう,おおさかぎのうせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9Q
1955,専修学校,中央工学校ＯＳＡＫＡ,,,,私立,大阪府,豊中市,272035,561-0872,大阪府豊中市寺内１－１－４３,06-6866-0800,06-6866-1616,tcl-K33004084,ちゅうおうこうがっこうおおさか,ちゅうおうこうがっこうおおさか,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9R
1956,専修学校,ビジネス専門学校キャリアカレッジ但馬,,,,私立,兵庫県,豊岡市,282090,668-0065,兵庫県豊岡市戸牧５００－１,0796-24-6000,0796-24-6500,tcl-K33022871,びじねすせんもんがっこうきゃりあ,びじねすせんもんがっこうきゃりあ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9S
1957,専修学校,はくほう会医療専門学校赤穂校,,,,私立,兵庫県,赤穂市,282120,678-0203,兵庫県赤穂市元町５－９,0791-45-1117,0791-45-1173,tcl-K33005410,はくほうかいいりょうせんもんがっ,はくほうかいいりょうせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9T
1958,専修学校,西脇家政高等専修学校,,,,私立,兵庫県,西脇市,282138,677-0015,兵庫県西脇市西脇３６９－４,0795-22-3935,0795-22-3935,tcl-K33017437,にしわきかせいこうとうせんしゅう,にしわきかせいこうとうせんしゅう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9U
1959,専修学校,神戸医療福祉専門学校三田校,,,,私立,兵庫県,三田市,282197,669-1313,兵庫県三田市福島５０１－８５,079-563-1222,079-563-1294,tcl-K33006400,こうべいりょうふくしせんもんがっ,こうべいりょうふくしせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9V
1960,専修学校,三田モードビジネス専門学校,,,,私立,兵庫県,三田市,282197,669-1526,兵庫県三田市相生町１５－５,079-562-2620,079-562-6263,tcl-K33012708,みたもｰどびじねすせんもんがっこ,みたもｰどびじねすせんもんがっこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9W
1961,専修学校,平成淡路看護専門学校,,,,私立,兵庫県,南あわじ市,282243,656-0122,兵庫県南あわじ市広田広田６５６－１,0799-44-2800,0799-44-2799,tcl-K33041191,へいせいあわじかんごせんもんがっ,へいせいあわじかんごせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9X
1962,専修学校,関西総合リハビリテーション専門学校,,,,私立,兵庫県,淡路市,282260,656-2132,兵庫県淡路市志筑新島７－４,0799-60-3600,0799-60-3610,tcl-K33016425,かんさいそうごうりはびりてｰしょ,かんさいそうごうりはびりてｰしょ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9Y
1963,専修学校,山崎文化専門学校,,,,私立,兵庫県,宍粟市,282278,671-2576,兵庫県宍粟市山崎町鹿沢２４－５,0790-62-0143,0790-62-0143,tcl-K33001210,やまさきぶんかせんもんがっこう,やまさきぶんかせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9Z
1964,専修学校,大岡学園高等専修学校,,,,私立,兵庫県,豊岡市,282090,668-0065,兵庫県豊岡市戸牧５００－３,0796-22-3786,0796-24-2282,tcl-K33016931,おおおかがくえんこうとうせんしゅ,おおおかがくえんこうとうせんしゅ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9a
1965,専修学校,猪名川甲英高等学院,,,,私立,兵庫県,猪名川町,283011,666-0231,兵庫県川辺郡猪名川町上阿古谷畑ヶ芝５６－３,072-767-2266,072-767-2267,tcl-K33041266,いながわこうえいこうとうがくいん,いながわこうえいこうとうがくいん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9b
1966,専修学校,奈良市立看護専門学校,,,,公立,奈良県,奈良市,292010,630-8306,奈良県奈良市紀寺町３７１－２,0742-81-3301,0742-81-3302,tcl-K33033669,ならしりつかんごせんもんがっこう,ならしりつかんごせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9c
1967,専修学校,大和高田市立看護専門学校,,,,公立,奈良県,大和高田市,292028,635-0094,奈良県大和高田市礒野北町１－１,0745-53-2901,,tcl-K33013433,やまとたかだしりつかんごせんもん,やまとたかだしりつかんごせんもん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9d
1968,専修学校,奈良県立病院機構看護専門学校,,,,公立,奈良県,三郷町,293431,636-0802,奈良県生駒郡三郷町三室１－１４－１,0745-72-9412,0745-72-9420,tcl-K33031356,ならけんりつびょういんふぞくかん,ならけんりつびょういんふぞくかん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9e
1969,専修学校,奈良理容美容専門学校,,,,私立,奈良県,奈良市,292010,630-8325,奈良県奈良市西木辻町５７－１,0742-24-0461,0742-24-0461,tcl-K33002783,ならりようびようせんもんがっこう,ならりようびようせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9f
1970,専修学校,関西学研医療福祉学院,,,,私立,奈良県,奈良市,292010,631-0805,奈良県奈良市右京１－１－５,0742-72-0600,0742-72-0635,tcl-K33003359,かんさいがっけんいりょうふくしが,かんさいがっけんいりょうふくしが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9g
1971,専修学校,大原和服専門学園,,,,私立,奈良県,奈良市,292010,631-0078,奈良県奈良市富雄元町１－１３－４１,0742-47-1111,0742-47-1130,tcl-K33005292,おおはらわふくせんもんがくえん,おおはらわふくせんもんがくえん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9h
1972,専修学校,わかばね調理専門学校,,,,私立,奈良県,奈良市,292010,630-8325,奈良県奈良市西木辻町１９１－２,0742-63-1855,0742-63-1833,tcl-K33008826,わかばねちょうりせんもんがっこう,わかばねちょうりせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9i
1973,専修学校,関西文化芸術高等学校,,,,私立,奈良県,奈良市,292010,631-0803,奈良県奈良市山陵町１１７９,0742-45-2156,0742-49-3543,tcl-K33010120,かんさいぶんかげいじゅつこうとう,かんさいぶんかげいじゅつこうとう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9j
1974,専修学校,平田調理専門学校,,,,私立,兵庫県,上郡町,284815,678-1231,兵庫県赤穂郡上郡町上郡３１－１,0791-52-0615,0791-52-2585,tcl-K33003430,ひらたちょうりせんもんがっこう,ひらたちょうりせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9k
1975,専修学校,クラーク記念国際高等学校芦屋キャンパス,,,,私立,兵庫県,芦屋市,282065,659-0065,兵庫県芦屋市公光町１－１８,0797-22-6600,0797-23-2400,tcl-K33041190,くらｰくこうとうがくいんあしやこ,くらｰくこうとうがくいんあしやこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9l
1976,専修学校,関西健康科学専門学校,,,,私立,兵庫県,芦屋市,282065,659-0065,兵庫県芦屋市公光町１－１８,0797-22-7221,0797-22-9333,tcl-K33026392,かんさいけんこうかがくせんもんが,かんさいけんこうかがくせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9m
1977,専修学校,専修学校西宮甲英高等学院,,,,私立,兵庫県,西宮市,282049,663-8244,兵庫県西宮市津門綾羽町２－３,0798-34-2893,0798-34-3236,tcl-K33013411,せんしゅうがっこうにしのみやこう,せんしゅうがっこうにしのみやこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9n
1978,専修学校,姫路赤十字看護専門学校,,,,私立,兵庫県,姫路市,282014,670-0063,兵庫県姫路市下手野１－１２－２,079-299-0052,079-299-0052,tcl-K33010821,ひめじせきじゅうじかんごせんもん,ひめじせきじゅうじかんごせんもん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9o
1979,専修学校,日本栄養専門学校,,,,私立,兵庫県,姫路市,282014,670-0965,兵庫県姫路市東延末２－１６５,079-288-2600,079-289-0232,tcl-K33012616,にほんえいようせんもんがっこう,にほんえいようせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9p
1980,専修学校,専門学校日本工科大学校,,,,私立,兵庫県,姫路市,282014,672-8001,兵庫県姫路市兼田３８３－２２,079-246-5888,079-246-5889,tcl-K33022675,せんもんがっこうにほんこうかだい,せんもんがっこうにほんこうかだい,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9q
1981,専修学校,日本調理製菓専門学校,,,,私立,兵庫県,姫路市,282014,670-0965,兵庫県姫路市東延末２－１６５,079-288-2600,079-289-0232,tcl-K33028888,にほんちょうりせいかせんもんがっ,にほんちょうりせいかせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9r
1982,専修学校,アルファジャパン美容専門学校,,,,私立,兵庫県,姫路市,282014,670-0921,兵庫県姫路市綿町１４８,079-282-8282,079-282-9292,tcl-K33028903,あるふぁじゃぱんびようせんもんが,あるふぁじゃぱんびようせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9s
1983,専修学校,大原保育スポーツ医療専門学校姫路校,,,,私立,兵庫県,姫路市,282014,670-0902,兵庫県姫路市白銀町６１,079-284-3500,079-284-2766,tcl-K33041224,おはらほいくすぽーついりょうせん,おはらほいくすぽーついりょうせん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9t
1984,専修学校,姫路情報ITクリエイター法律専門学校,,,,私立,兵庫県,姫路市,282014,670-0902,兵庫県姫路市白銀町６１,079-284-3500,079-284-2766,tcl-K33041225,ひめじじょうほうくりえいたーほう,ひめじじょうほうくりえいたーほう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9u
1985,専修学校,クラーク記念国際高等学校姫路キャンパス,,,,私立,兵庫県,姫路市,282014,670-0926,兵庫県姫路市東駅前町９７,079-225-8114,079-225-8113,tcl-K33041243,くらｰくこうとうがくいんひめじこ,くらｰくこうとうがくいんひめじこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9v
1986,専修学校,姫路医療専門学校,,,,私立,兵庫県,姫路市,282014,670-0927,兵庫県姫路市駅前町２７－２,079-226-8115,079-226-8116,tcl-K33041330,ひめじいりょうせんもんがっこう,ひめじいりょうせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9w
1987,専修学校,興隆学林専門学校,,,,私立,兵庫県,尼崎市,282022,660-0082,兵庫県尼崎市開明町３－７,06-6413-0645,06-6418-4743,tcl-K33003555,こうりゅうがくりんせんもんがっこ,こうりゅうがくりんせんもんがっこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9x
1988,専修学校,尼崎理容美容専門学校,,,,私立,兵庫県,尼崎市,282022,660-0861,兵庫県尼崎市御園町３７,06-6412-7600,06-6412-1653,tcl-K33008251,あまがさきりようびようせんもんが,あまがさきりようびようせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9y
1989,専修学校,育成調理師専門学校,,,,私立,兵庫県,尼崎市,282022,660-0862,兵庫県尼崎市開明町２－３０－２,06-6411-6921,06-6411-6925,tcl-K33025575,いくせいちょうりしせんもんがっこ,いくせいちょうりしせんもんがっこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIV9z
1990,専修学校,公益財団法人尼崎健康医療財団看護専門学校,,,,私立,兵庫県,尼崎市,282022,661-0974,兵庫県尼崎市若王寺２－１８－１,06-6499-0333,06-6437-1320,tcl-K33029904,こうえきざいだんほうじんあまがさ,こうえきざいだんほうじんあまがさ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA0
1991,専修学校,関西保育福祉専門学校,,,,私立,兵庫県,尼崎市,282022,660-0881,兵庫県尼崎市昭和通１－２０－１,06-6401-9891,06-6401-1651,tcl-K33031747,かんさいほいくふくしせんもんがっ,かんさいほいくふくしせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA1
1992,専修学校,明石医療センター附属看護専門学校,,,,私立,兵庫県,明石市,282031,674-0063,兵庫県明石市大久保町八木７４３－３３,078-936-0718,078-936-2506,tcl-K33003865,あかしいりょうせんたｰふぞくかん,あかしいりょうせんたｰふぞくかん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA2
1993,専修学校,はくほう会医療看護専門学校,,,,私立,兵庫県,明石市,282031,674-0081,兵庫県明石市魚住町錦が丘４－１２－１１,078-995-5126,078-995-5127,tcl-K33033668,はくほうかいいりょうかんごせんも,はくほうかいいりょうかんごせんも,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA3
1994,専修学校,ＩＣＴ専門学校,,,,私立,兵庫県,明石市,282031,673-0015,兵庫県明石市花園町１－１,078-926-1600,078-926-1144,tcl-K33041189,あいしｰてぃｰせんもんがっこう,あいしｰてぃｰせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA4
1995,専修学校,西宮市医師会看護専門学校,,,,私立,兵庫県,西宮市,282049,662-0911,兵庫県西宮市池田町１３－２,0798-26-0661,0798-26-4657,tcl-K33003636,にしのみやしいしかいかんごせんも,にしのみやしいしかいかんごせんも,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA5
1996,専修学校,平成リハビリテーション専門学校,,,,私立,兵庫県,西宮市,282049,663-8231,兵庫県西宮市津門西口町２－２６,0798-38-1288,0798-38-1289,tcl-K33006721,へいせいりはびりてｰしょんせんも,へいせいりはびりてｰしょんせんも,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA6
1997,専修学校,奈良文化専門学園,,,,私立,奈良県,奈良市,292010,630-8113,奈良県奈良市法蓮町１０９５－２,0742-22-3269,0742-23-6111,tcl-K33015011,ならぶんかせんもんがくえん,ならぶんかせんもんがくえん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA7
1998,専修学校,奈良保育学院,,,,私立,奈良県,奈良市,292010,630-8121,奈良県奈良市三条宮前町３－６,0742-33-3622,0742-35-2312,tcl-K33016481,ならほいくがくいん,ならほいくがくいん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA8
1999,専修学校,奈良教育福祉カレッジ,,,,私立,奈良県,奈良市,292010,631-0032,奈良県奈良市あやめ池北３－１４５２－１２,0742-40-3888,0742-40-3666,tcl-K33017253,ならきょういくふくしかれっじ,ならきょういくふくしかれっじ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVA9
2000,専修学校,奈良情報経理高等専修学校,,,,私立,奈良県,奈良市,292010,630-8113,奈良県奈良市法蓮町７－２,0742-26-3971,0742-26-3986,tcl-K33017518,ならじょうほうけいりこうとうせん,ならじょうほうけいりこうとうせん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAA
2001,専修学校,ＩＢＷ美容専門学校,,,,私立,和歌山県,和歌山市,302015,640-8231,和歌山県和歌山市北汀丁１３,073-433-1828,073-422-6910,tcl-K33008745,あいびｰだぶりゅｰびようせんもん,あいびｰだぶりゅｰびようせんもん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAa
2002,専修学校,和歌山ＹＭＣＡ国際福祉専門学校,,,,私立,和歌山県,和歌山市,302015,640-8323,和歌山県和歌山市太田１－１２－１３,073-473-3338,073-473-2666,tcl-K33015398,わかやまわいえむしｰえいこくさい,わかやまわいえむしｰえいこくさい,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAb
2003,専修学校,専修学校和歌山英数学館,,,,私立,和歌山県,和歌山市,302015,640-8323,和歌山県和歌山市太田２－１３－１２,073-473-3551,073-473-4427,tcl-K33016230,せんしゅうがっこうわかやまえいす,せんしゅうがっこうわかやまえいす,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAc
2004,専修学校,和歌山看護専門学校,,,,私立,和歌山県,和歌山市,302015,640-0112,和歌山県和歌山市西庄１１０７－２６,073-456-5780,073-456-5782,tcl-K33022424,わかやまかんごせんもんがっこう,わかやまかんごせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAd
2005,専修学校,大原情報医療保育専門学校和歌山校,,,,私立,和歌山県,和歌山市,302015,640-8341,和歌山県和歌山市黒田８８－１,073-475-8011,073-475-8021,tcl-K33028165,おおはらぼきじょうほういりょうほ,おおはらぼきじょうほういりょうほ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAe
2006,専修学校,和歌山県歯科衛生士専門学校,,,,私立,和歌山県,和歌山市,302015,640-8287,和歌山県和歌山市築港１－４－７,073-431-8616,073-428-2134,tcl-K33029719,わかやまけんしかえいせいしせんも,わかやまけんしかえいせいしせんも,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAf
2007,専修学校,和歌山外国語専門学校,,,,私立,和歌山県,和歌山市,302015,640-8034,和歌山県和歌山市駿河町２１,073-432-8699,073-431-2720,tcl-K33029867,わかやまがいこくごせんもんがっこ,わかやまがいこくごせんもんがっこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAg
2008,専修学校,和歌山市医師会看護専門学校,,,,私立,和歌山県,和歌山市,302015,641-0051,和歌山県和歌山市西高松２－１３－３４,073-445-9805,073-445-9806,tcl-K33031666,わかやましいしかいかんごせんもん,わかやましいしかいかんごせんもん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAh
2009,専修学校,大原簿記法律＆美容製菓専門学校和歌山校,,,,私立,和歌山県,和歌山市,302015,640-8341,和歌山県和歌山市黒田８８－１,073-475-8011,073-475-8021,tcl-K33041227,おおはらぼきほうりつあんどびよう,おおはらぼきほうりつあんどびよう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAi
2010,専修学校,和歌山高等美容専門学校,,,,私立,和歌山県,和歌山市,302015,640-8226,和歌山県和歌山市小人町３２,073-422-5257,073-422-5290,tcl-K33041245,わかやまこうとうびようせんもんが,わかやまこうとうびようせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAj
2011,専修学校,海南文化服装学院,,,,私立,和歌山県,海南市,302023,642-0002,和歌山県海南市日方１２０１,073-482-0262,073-482-0262,tcl-K33002026,かいなんぶんかふくそうがくいん,かいなんぶんかふくそうがくいん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAk
2012,専修学校,きのくに国際高等専修学校,,,,私立,和歌山県,橋本市,302031,648-0035,和歌山県橋本市彦谷５１,0736-33-3370,0736-33-3043,tcl-K33015550,きのくにこくさいこうとうせんしゅ,きのくにこくさいこうとうせんしゅ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAl
2013,専修学校,日高看護専門学校,,,,私立,和歌山県,御坊市,302058,644-0002,和歌山県御坊市薗１１６－２,0738-22-1277,0738-52-7113,tcl-K33041246,ひだかかんごせんもんがっこう,ひだかかんごせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAm
2014,専修学校,りら創造芸術高等学校,,,,私立,和歌山県,紀美野町,303046,640-1205,和歌山県海草郡紀美野町真国宮５６,073-497-9111,073-497-9120,tcl-K33041332,りらそうぞうげいじゅつこうとうせ,りらそうぞうげいじゅつこうとうせ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAn
2015,専修学校,和歌山社会福祉専門学校,,,,私立,和歌山県,広川町,303623,643-0051,和歌山県有田郡広川町下津木１１０５－６,0737-67-2270,0737-67-2095,tcl-K33011006,わかやましゃかいふくしせんもんが,わかやましゃかいふくしせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAo
2016,専修学校,鳥取看護専門学校,,,,公立,鳥取県,鳥取市,312011,680-0901,鳥取県鳥取市江津２６０,0857-29-2407,0857-29-2407,tcl-K33011774,とっとりかんごせんもんがっこう,とっとりかんごせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAp
2017,専修学校,鳥取県立歯科衛生専門学校,,,,公立,鳥取県,鳥取市,312011,680-0841,鳥取県鳥取市吉方温泉３－７５１－５,0857-23-2621,0857-23-5584,tcl-K33012719,とっとりけんりつしかえいせいせん,とっとりけんりつしかえいせいせん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAq
2018,専修学校,米子医療センター附属看護学校,,,,公立,鳥取県,米子市,312029,683-0006,鳥取県米子市車尾４－１７－２,0859-31-6187,0859-31-6188,tcl-K33026048,よなごいりょうせんたｰふぞくかん,よなごいりょうせんたｰふぞくかん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAr
2019,専修学校,倉吉総合看護専門学校,,,,公立,鳥取県,倉吉市,312037,682-0805,鳥取県倉吉市南昭和町１５,0858-22-1041,0858-23-5953,tcl-K33004958,くらよしそうごうかんごせんもんが,くらよしそうごうかんごせんもんが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAs
2020,専修学校,和歌山コンピュータビジネス専門学校,,,,私立,和歌山県,和歌山市,302015,640-8341,和歌山県和歌山市黒田４１－１,073-474-0200,073-473-5829,tcl-K33001531,わかやまこんぴゅｰたびじねすせん,わかやまこんぴゅｰたびじねすせん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAt
2021,専修学校,姫路ハーベスト医療福祉専門学校,,,,私立,兵庫県,姫路市,282014,670-0962,兵庫県姫路市南駅前町９１－６,079-224-1777,079-224-1779,tcl-K33008594,はｰべすといりょうふくしせんもん,はｰべすといりょうふくしせんもん,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAu
2022,専修学校,和歌山県立農林大学校,,,,公立,和歌山県,かつらぎ町,303411,649-7112,和歌山県伊都郡かつらぎ町中飯降４２２,0736-22-2203,0736-22-7402,tcl-K33010315,わかやまけんのうりんだいがくこう,わかやまけんのうりんだいがくこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAv
2023,専修学校,和歌山県立高等看護学院,,,,公立,和歌山県,紀の川市,302082,649-6604,和歌山県紀の川市西野山５０５－１,0736-75-6280,0736-75-6283,tcl-K33023827,わかやまけんりつこうとうかんごが,わかやまけんりつこうとうかんごが,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAw
2024,専修学校,藤影きもの専門学校,,,,私立,奈良県,奈良市,292010,631-0832,奈良県奈良市西大寺新田町１－１５,0742-41-5001,0742-41-5007,tcl-K33019886,ふじかげきものせんもんがっこう,ふじかげきものせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAx
2025,専修学校,奈良コンピュータ専門学校,,,,私立,奈良県,奈良市,292010,631-0832,奈良県奈良市西大寺新田町１－１５,0742-41-5001,0742-41-5007,tcl-K33019901,ならこんぴゅｰたせんもんがっこう,ならこんぴゅｰたせんもんがっこう,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAy
2026,専修学校,奈良総合ビジネス専門学校,,,,私立,奈良県,奈良市,292010,631-0832,奈良県奈良市西大寺新田町１－１５,0742-41-5001,0742-41-5007,tcl-K33019912,ならそうごうびじねすせんもんがっ,ならそうごうびじねすせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVAz
2027,専修学校,奈良きもの芸術専門学校,,,,私立,奈良県,奈良市,292010,630-8226,奈良県奈良市小西町３３－２,0742-26-5055,0742-20-2225,tcl-K33020145,ならきものげいじゅつせんもんがっ,ならきものげいじゅつせんもんがっ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVB0
2028,専修学校,奈良歯科衛生士専門学校,,,,私立,奈良県,奈良市,292010,630-8002,奈良県奈良市二条町２－９－２,0742-33-6474,0742-33-1860,tcl-K33024264,ならしかえいせいしせんもんがっこ,ならしかえいせいしせんもんがっこ,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVB1
2029,専修学校,アポロ学院ファッションビジネス専門学校,,,,私立,奈良県,大和高田市,292028,635-0095,奈良県大和高田市大中１７６,0745-53-0357,0745-53-0358,tcl-K33002473,あぽろがくいんふぁっしょんびじね,あぽろがくいんふぁっしょんびじね,,,,,,,2021-09-17 05:24:56,2025-06-14 23:03:47,0015h00000oIVB2
